OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Mercury,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,6.5,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Kjeldahl nitrogen,Total,0.96,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 351.2,21OHIO_WQX,USEPA 351.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Nitrite,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.02,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,9.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,1040.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Escherichia coli,Total,150.0,#/100ml,,Final,,Actual,,,,,,,,,,,,,OEPA 650.1,21OHIO_WQX,OEPA 650.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,263.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,656.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Beryllium,Total,0.43,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.114,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,107.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,56.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Aluminum,Total,261.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Arsenic,Total,3.5,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,30.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Inorganic nitrogen (nitrate and nitrite),Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.1,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,4790.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total suspended solids,Total,15.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540D,21OHIO_WQX,SM 2540D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C58077,Sample-Routine,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,5.6,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,Specific conductance,,1056.1,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,pH,,9.3,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,Specific conductance,,1069.8,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,Dissolved oxygen (DO),,13.42,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,Dissolved oxygen saturation,,160.8,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM58077,Field Msr/Obs,Water,,2008-08-21,,,,,,,,,,,,,1053;1793,Ohio EPA,21OHIO_WQX-S02S03,105950,,,,,,,,,"Temperature, water",,24.33,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,16.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,27600.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total solids,Total,66.3,%,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Carbon,Total,4.7,%,,Final,,Actual,,,,,,,,,,,,,OEPA 335.2,21OHIO_WQX,OEPA 335.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,206.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Lead,Total,8.45,mg/kg,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,2620.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Beryllium,Total,0.733,mg/kg,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,158000.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Arsenic,Total,7.33,mg/kg,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,20.6,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.93,mg/kg,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Sodium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2320.0,mg/kg,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Zinc,Total,51.2,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Cadmium,Total,0.346,mg/kg,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chromium,Total,13.6,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,18900.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,40.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Manganese,Total,719.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C57591,Sample-Routine,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Aluminum,Total,9130.0,mg/kg,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,"Temperature, water",,18.2,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,Dissolved oxygen saturation,,99.4,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,Dissolved oxygen (DO),,9.36,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,pH,,7.92,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,Water level reference point elevation,,15.45,ft,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,Specific conductance,,510.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM57591,Field Msr/Obs,Water,,2008-08-25,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02S03,106101,,,,,,,,,Specific conductance,,587.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53870,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1057,Ohio EPA,21OHIO_WQX-S02S05,102919,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Beryllium,Total,48.4,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53982,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1057;1793,Ohio EPA,21OHIO_WQX-S02S05,102060,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Arsenic,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53982,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1057;1793,Ohio EPA,21OHIO_WQX-S02S05,102060,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,172.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C53982,Sample-Routine,Water,,2008-06-25,,,,,,,,,,,,,1053;1057;1793,Ohio EPA,21OHIO_WQX-S02S05,102060,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,256.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
