,Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
2003-02-18,2003,2,18,2299781.0130000003,0.19350649350649352,11000.0,130.64935064935065,217.42857142857144,118.19444444444444,388.32467532467535,,,,15023.376623376624,,551.1298701298701,82249.35064935064,,51634.80994569877,8.13116883116883,,,,987.6924975320828,,,8.592497532082922,
2003-02-19,2003,2,19,1467945.3280000002,0.18181818181818177,10000.0,131.8181818181818,219.0,118.16666666666667,391.9090909090909,,,,15045.454545454546,,558.3636363636364,81818.18181818182,,51641.84052586453,8.127272727272727,,,,988.4965449160908,,,8.596544916090819,
2003-02-20,2003,2,20,1088726.118,0.17012987012987013,10000.0,132.98701298701297,220.57142857142856,118.1388888888889,395.4935064935065,,,,15067.532467532468,,565.5974025974026,81387.01298701299,,51648.871106030296,8.123376623376624,,,,989.3005923000986,,,8.600592300098716,
2003-02-21,2003,2,21,795137.0525,0.15844155844155838,9000.0,134.15584415584414,222.14285714285714,118.11111111111111,399.07792207792204,,,,15089.610389610389,,572.8311688311688,80955.84415584416,,51655.901686196055,8.119480519480518,,,,990.1046396841066,,,8.604639684106614,
2003-02-22,2003,2,22,1809242.6169999999,0.14675324675324675,8000.0,135.32467532467533,223.71428571428572,118.08333333333334,402.6623376623377,,,,15111.688311688311,,580.0649350649351,80524.67532467532,,51662.932266361815,8.115584415584415,,,,990.9086870681144,,,8.608687068114511,
2003-02-23,2003,2,23,3572000.297,0.135064935064935,11000.0,136.4935064935065,225.28571428571428,118.05555555555556,406.24675324675326,,,,15133.766233766233,,587.2987012987013,80093.50649350649,,51669.962846527575,8.111688311688312,,,,991.7127344521224,,,8.612734452122409,
2003-02-24,2003,2,24,5211205.913,0.12337662337662336,15000.0,137.66233766233768,226.85714285714286,118.02777777777779,409.83116883116884,,,,15155.844155844155,,594.5324675324675,79662.33766233767,,51676.99342669334,8.107792207792208,,,,992.5167818361302,,,8.616781836130306,
2003-02-25,2003,2,25,8061466.424,0.11168831168831161,20000.0,138.83116883116884,228.42857142857144,118.0,413.4155844155844,,,,15177.922077922078,,601.7662337662338,79231.16883116883,,51684.0240068591,8.103896103896103,,,,993.3208292201382,,,8.620829220138203,
2003-02-26,2003,2,26,8085932.18,0.1,24000.0,140.0,230.0,117.97222222222223,417.0,,,,15200.0,,609.0,78800.0,,51691.05458702486,8.1,,,,994.124876604146,,,8.6248766041461,
2003-02-27,2003,2,27,5749452.533,0.3833333333333333,21000.0,137.5,228.22916666666666,117.94444444444444,409.5833333333333,,,,15137.5,,597.3958333333334,78395.83333333333,,51698.08516719063,8.102083333333333,,,,994.9289239881539,,,8.628923988153998,
2003-02-28,2003,2,28,4648493.538,0.6666666666666666,19000.0,135.0,226.45833333333334,117.91666666666667,402.1666666666667,,,,15075.0,,585.7916666666666,77991.66666666667,,51705.11574735639,8.104166666666666,,,,995.7329713721618,,,8.632971372161895,
2003-03-01,2003,3,1,4036849.651,0.95,19000.0,132.5,224.6875,117.8888888888889,394.75,,,,15012.5,,574.1875,77587.5,,51712.14632752215,8.10625,,,,996.5370187561698,,,8.637018756169793,
2003-03-02,2003,3,2,3302876.9869999997,1.2333333333333334,18000.0,130.0,222.91666666666666,117.86111111111111,387.3333333333333,,,,14950.0,,562.5833333333334,77183.33333333333,,51719.176907687906,8.108333333333333,,,,997.3410661401776,,,8.641066140177688,
2003-03-03,2003,3,3,2813561.878,1.5166666666666666,17000.0,127.5,221.14583333333334,117.83333333333334,379.9166666666667,,,,14887.5,,550.9791666666666,76779.16666666667,,51726.20748785367,8.110416666666666,,,,998.1451135241855,,,8.645113524185586,
2003-03-04,2003,3,4,2568904.324,1.8,17000.0,125.0,219.375,117.80555555555556,372.5,,,,14825.0,,539.375,76375.0,,51733.23806801943,8.112499999999999,,,,998.9491609081934,,,8.649160908193483,
2003-03-05,2003,3,5,2568904.324,2.0833333333333335,16000.0,122.5,217.60416666666666,117.77777777777779,365.0833333333333,,,,14762.5,,527.7708333333334,75970.83333333333,,51740.26864818519,8.114583333333332,,,,999.7532082922014,,,8.65320829220138,
2003-03-06,2003,3,6,3058219.433,2.3666666666666667,15000.0,120.0,215.83333333333334,117.75,357.6666666666667,,,,14700.0,,516.1666666666666,75566.66666666667,,51747.29922835095,8.116666666666667,,,,1000.5572556762093,,,8.657255676209278,
2003-03-07,2003,3,7,4281507.206,2.65,17000.0,117.5,214.0625,117.72222222222223,350.25,,,,14637.5,,504.5625,75162.5,,51754.32980851672,8.11875,,,,1001.3613030602171,,,8.661303060217175,
2003-03-08,2003,3,8,11376576.29,2.933333333333333,30000.0,115.0,212.29166666666666,117.69444444444444,342.8333333333333,,,,14575.0,,492.95833333333337,74758.33333333333,,51761.36038868248,8.120833333333334,,,,1002.165350444225,,,8.665350444225073,
2003-03-09,2003,3,9,11009589.96,3.216666666666667,33000.0,112.5,210.52083333333334,117.66666666666667,335.41666666666663,,,,14512.5,,481.3541666666667,74354.16666666667,,51768.39096884824,8.122916666666667,,,,1002.9693978282329,,,8.66939782823297,
2003-03-10,2003,3,10,13823151.84,3.5,75000.0,110.0,208.75,117.6388888888889,328.0,,,,14450.0,,469.75,73950.0,,51775.421549014005,8.125,,,,1003.7734452122409,,,8.673445212240868,
2003-03-11,2003,3,11,25689043.24,3.783333333333333,124000.0,107.5,206.97916666666666,117.61111111111111,320.5833333333333,,,,14387.5,,458.14583333333337,73545.83333333333,,51782.452129179765,8.127083333333333,,,,1004.5774925962487,,,8.677492596248765,
2003-03-12,2003,3,12,23242467.69,4.066666666666666,138000.0,105.0,205.20833333333334,117.58333333333334,313.16666666666663,,,,14325.0,,446.5416666666667,73141.66666666667,,51789.482709345524,8.129166666666666,,,,1005.3815399802567,,,8.681539980256662,
2003-03-13,2003,3,13,29358906.55,4.35,230000.0,102.5,203.4375,117.55555555555556,305.75,,,,14262.5,,434.9375,72737.5,,51796.513289511284,8.13125,,,,1006.1855873642645,,,8.68558736426456,
2003-03-14,2003,3,14,39145208.74,4.633333333333333,363000.0,100.0,201.66666666666666,117.52777777777779,298.3333333333333,,,,14200.0,,423.33333333333337,72333.33333333333,,51803.54386967705,8.133333333333333,,,,1006.9896347482725,,,8.689634748272457,
2003-03-15,2003,3,15,56271237.56,4.916666666666666,490000.0,97.5,199.89583333333334,117.5,290.91666666666663,,,,14137.5,,411.7291666666667,71929.16666666667,,51810.57444984281,8.135416666666666,,,,1007.7936821322803,,,8.693682132280355,
2003-03-16,2003,3,16,80736993.02,5.199999999999999,556000.0,95.0,198.125,117.47222222222223,283.5,,,,14075.0,,400.125,71525.0,,51817.60503000857,8.1375,,,,1008.5977295162882,,,8.697729516288252,
2003-03-17,2003,3,17,74375896.6,5.4833333333333325,400000.0,92.5,196.35416666666669,117.44444444444444,276.0833333333333,,,,14012.5,,388.52083333333337,71120.83333333333,,51824.63561017434,8.139583333333333,,,,1009.4017769002961,,,8.70177690029615,
2003-03-18,2003,3,18,58962470.66,5.766666666666666,227000.0,90.0,194.58333333333334,117.41666666666667,268.66666666666663,,,,13950.0,,376.9166666666667,70716.66666666667,,51831.6661903401,8.141666666666666,,,,1010.2058242843041,,,8.705824284304047,
2003-03-19,2003,3,19,46729592.93,6.05,153000.0,87.5,192.8125,117.3888888888889,261.25,,,,13887.5,,365.3125,70312.5,,51838.696770505856,8.143749999999999,,,,1011.0098716683119,,,8.709871668311944,
2003-03-20,2003,3,20,38900551.18,6.333333333333333,119000.0,85.0,191.04166666666669,117.36111111111111,253.83333333333331,,,,13825.0,,353.70833333333337,69908.33333333333,,51845.727350671616,8.145833333333332,,,,1011.8139190523198,,,8.713919052319842,
2003-03-21,2003,3,21,38655893.63,6.616666666666666,109000.0,82.5,189.27083333333334,117.33333333333334,246.41666666666666,,,,13762.5,,342.1041666666667,69504.16666666667,,51852.75793083738,8.147916666666665,,,,1012.6179664363277,,,8.717966436327739,
2003-03-22,2003,3,22,38778222.41,6.8999999999999995,109000.0,80.0,187.5,117.30555555555556,239.0,,,,13700.0,,330.5,69100.0,,51859.78851100314,8.149999999999999,,,,1013.4220138203356,,,8.722013820335636,
2003-03-23,2003,3,23,36576304.41,7.183333333333333,108000.0,77.5,185.72916666666669,117.27777777777779,231.58333333333331,,,,13637.5,,318.89583333333337,68695.83333333333,,51866.8190911689,8.152083333333334,,,,1014.2260612043435,,,8.726061204343534,
2003-03-24,2003,3,24,27010194.03,7.466666666666666,96000.0,75.0,183.95833333333334,117.25,224.16666666666666,,,,13575.0,,307.2916666666667,68291.66666666667,,51873.84967133467,8.154166666666667,,,,1015.0301085883514,,,8.730108588351431,
2003-03-25,2003,3,25,18202522.06,7.749999999999999,78000.0,72.5,182.1875,117.22222222222223,216.75,,,,13512.5,,295.6875,67887.5,,51880.88025150043,8.15625,,,,1015.8341559723593,,,8.734155972359329,
2003-03-26,2003,3,26,15340028.68,8.033333333333333,62000.0,70.0,180.41666666666669,117.19444444444444,209.33333333333331,,,,13450.0,,284.08333333333337,67483.33333333333,,51887.91083166619,8.158333333333333,,,,1016.6382033563672,,,8.738203356367226,
2003-03-27,2003,3,27,12391905.14,8.316666666666666,55000.0,67.5,178.64583333333334,117.16666666666667,201.91666666666666,,,,13387.5,,272.4791666666667,67079.16666666667,,51894.94141183195,8.160416666666666,,,,1017.4422507403751,,,8.742250740375123,
2003-03-28,2003,3,28,11046288.59,8.6,52000.0,65.0,176.875,117.1388888888889,194.5,,,,13325.0,,260.875,66675.0,,51901.971991997714,8.1625,,,,1018.246298124383,,,8.74629812438302,
2003-03-29,2003,3,29,13407233.99,8.883333333333333,49000.0,62.5,175.10416666666669,117.11111111111111,187.08333333333331,,,,13262.5,,249.27083333333337,66270.83333333333,,51909.002572163474,8.164583333333333,,,,1019.0503455083908,,,8.750345508390918,
2003-03-30,2003,3,30,21187344.23,9.166666666666666,47000.0,60.0,173.33333333333334,117.08333333333334,179.66666666666666,,,,13200.0,,237.66666666666669,65866.66666666667,,51916.03315232923,8.166666666666666,,,,1019.8543928923988,,,8.754392892398815,
2003-03-31,2003,3,31,21652193.58,9.45,47000.0,57.5,171.5625,117.05555555555556,172.25,,,,13137.5,,226.0625,65462.5,,51923.06373249499,8.16875,,,,1020.6584402764067,,,8.758440276406713,
2003-04-01,2003,4,1,17811069.98,9.733333333333333,49000.0,55.0,169.79166666666669,117.02777777777779,164.83333333333331,,,,13075.0,,214.45833333333337,65058.33333333333,,51930.09431266076,8.170833333333333,,,,1021.4624876604146,,,8.76248766041461,
2003-04-02,2003,4,2,14324699.83,10.016666666666666,50000.0,52.5,168.02083333333334,117.0,157.41666666666663,,,,13012.5,,202.85416666666669,64654.166666666664,,51937.12489282652,8.172916666666666,,,,1022.2665350444224,,,8.766535044422508,
2003-04-03,2003,4,3,10813863.92,10.299999999999999,45000.0,50.0,166.25,116.97222222222223,150.0,,,,12950.0,,191.25,64250.0,,51944.15547299228,8.174999999999999,,,,1023.0705824284304,,,8.770582428430405,
2003-04-04,2003,4,4,10642603.63,10.583333333333332,43000.0,47.5,164.47916666666669,116.94444444444444,142.58333333333331,,,,12887.5,,179.64583333333337,63845.83333333333,,51951.186053158046,8.177083333333332,,,,1023.8746298124382,,,8.7746298124383,
2003-04-05,2003,4,5,48442195.81,10.866666666666665,368000.0,45.0,162.70833333333334,116.91666666666667,135.16666666666663,,,,12825.0,,168.04166666666669,63441.666666666664,,51958.216633323806,8.179166666666665,,,,1024.6786771964462,,,8.778677196446198,
2003-04-06,2003,4,6,77311787.26,11.149999999999999,773000.0,42.5,160.9375,116.8888888888889,127.75,,,,12762.5,,156.4375,63037.5,,51965.247213489565,8.181249999999999,,,,1025.482724580454,,,8.782724580454095,
2003-04-07,2003,4,7,70094389.39,11.433333333333332,613000.0,40.0,159.16666666666669,116.86111111111111,120.33333333333331,,,,12700.0,,144.83333333333337,62633.33333333333,,51972.277793655325,8.183333333333334,,,,1026.2867719644619,,,8.786771964461993,
2003-04-08,2003,4,8,69115759.18,11.716666666666667,369000.0,37.5,157.39583333333334,116.83333333333334,112.91666666666663,,,,12637.5,,133.22916666666669,62229.166666666664,,51979.30837382109,8.185416666666667,,,,1027.09081934847,,,8.79081934846989,
2003-04-09,2003,4,9,60675073.54,12.0,246000.0,35.0,155.625,116.80555555555556,105.5,,,,12575.0,,121.625,61825.0,,51986.33895398685,8.1875,,,,1027.8948667324778,,,8.794866732477788,
2003-04-10,2003,4,10,45383976.38,12.283333333333333,171000.0,32.5,153.85416666666669,116.77777777777779,98.08333333333331,,,,12512.5,,110.02083333333337,61420.83333333333,,51993.36953415261,8.189583333333333,,,,1028.6989141164856,,,8.798914116485685,
2003-04-11,2003,4,11,30704523.1,12.566666666666666,128000.0,30.0,152.08333333333334,116.75,90.66666666666663,,,,12450.0,,98.41666666666669,61016.666666666664,,52000.40011431838,8.191666666666666,,,,1029.5029615004935,,,8.802961500493582,
2003-04-12,2003,4,12,21688892.22,12.85,95000.0,27.5,150.3125,116.72222222222223,83.25,,,,12387.5,,86.8125,60612.5,,52007.43069448414,8.19375,,,,1030.3070088845016,,,8.80700888450148,
2003-04-13,2003,4,13,15768179.4,13.133333333333333,65000.0,25.0,148.54166666666669,116.69444444444444,75.83333333333331,,,,12325.0,,75.20833333333337,60208.33333333333,,52014.4612746499,8.195833333333333,,,,1031.1110562685094,,,8.811056268509377,
2003-04-14,2003,4,14,12624329.82,13.416666666666666,53000.0,22.5,146.77083333333334,116.66666666666667,68.41666666666663,,,,12262.5,,63.60416666666674,59804.166666666664,,52021.49185481566,8.197916666666666,,,,1031.9151036525172,,,8.815103652517275,
2003-04-15,2003,4,15,7217397.8610000005,13.7,47000.0,20.0,145.0,116.63888888888889,61.0,,,,12200.0,,52.0,59400.0,,52028.52243498142,8.2,,,,1032.719151036525,,,8.819151036525172,
2003-04-16,2003,4,16,5223438.791,13.725,44000.0,20.357142857142858,165.17857142857142,116.61111111111111,61.57142857142857,,,,12053.57142857143,,51.607142857142854,58100.0,,52035.55301514718,8.182142857142857,,,,1033.523198420533,,,8.82319842053307,
2003-04-17,2003,4,17,6079740.232000001,13.75,36000.0,20.714285714285715,185.35714285714286,116.58333333333334,62.142857142857146,,,,11907.142857142857,,51.214285714285715,56800.0,,52042.58359531294,8.164285714285713,,,,1034.327245804541,,,8.827245804540967,
2003-04-18,2003,4,18,5798384.044,13.774999999999999,27000.0,21.071428571428573,205.53571428571428,116.55555555555556,62.714285714285715,,,,11760.714285714286,,50.82142857142857,55500.0,,52049.61417547871,8.14642857142857,,,,1035.1312931885489,,,8.831293188548864,
2003-04-19,2003,4,19,4587329.149,13.799999999999999,25000.0,21.428571428571427,225.71428571428572,116.52777777777779,63.285714285714285,,,,11614.285714285714,,50.42857142857143,54200.0,,52056.64475564447,8.128571428571428,,,,1035.9353405725567,,,8.835340572556762,
2003-04-20,2003,4,20,4624027.782,13.825,25000.0,21.785714285714285,245.89285714285714,116.5,63.857142857142854,,,,11467.857142857143,,50.035714285714285,52900.0,,52063.67533581023,8.110714285714286,,,,1036.7393879565645,,,8.839387956564659,
2003-04-21,2003,4,21,4611794.905,13.85,25000.0,22.142857142857142,266.07142857142856,116.47222222222223,64.42857142857143,,,,11321.428571428572,,49.642857142857146,51600.0,,52070.70591597599,8.092857142857142,,,,1037.5434353405726,,,8.843435340572556,
2003-04-22,2003,4,22,3938986.6289999997,13.875,25000.0,22.5,286.25,116.44444444444444,65.0,,,,11175.0,,49.25,50300.0,,52077.736496141755,8.075,,,,1038.3474827245805,,,8.847482724580454,
2003-04-23,2003,4,23,3486370.153,13.9,25000.0,22.857142857142858,306.42857142857144,116.41666666666667,65.57142857142857,,,,11028.57142857143,,48.857142857142854,49000.0,,52084.767076307515,8.057142857142857,,,,1039.1515301085883,,,8.851530108588351,
2003-04-24,2003,4,24,3682096.1969999997,13.924999999999999,23000.0,23.214285714285715,326.60714285714283,116.38888888888889,66.14285714285714,,,,10882.142857142857,,48.464285714285715,47700.0,,52091.797656473274,8.039285714285715,,,,1039.9555774925961,,,8.855577492596248,
2003-04-25,2003,4,25,2715698.856,13.95,21000.0,23.571428571428573,346.7857142857143,116.36111111111111,66.71428571428571,,,,10735.714285714286,,48.07142857142857,46400.0,,52098.82823663904,8.02142857142857,,,,1040.759624876604,,,8.859624876604146,
2003-04-26,2003,4,26,2838027.633,13.975,19000.0,23.92857142857143,366.96428571428567,116.33333333333334,67.28571428571429,,,,10589.285714285714,,47.67857142857143,45100.0,,52105.8588168048,8.003571428571428,,,,1041.563672260612,,,8.863672260612043,
2003-04-27,2003,4,27,2923657.778,14.0,17000.0,24.285714285714285,387.1428571428571,116.30555555555556,67.85714285714286,,,,10442.857142857143,,47.285714285714285,43800.0,,52112.88939697056,7.985714285714286,,,,1042.36771964462,,,8.86771964461994,
2003-04-28,2003,4,28,2960356.4110000003,14.025,15000.0,24.642857142857142,407.32142857142856,116.27777777777779,68.42857142857143,,,,10296.428571428572,,46.892857142857146,42500.0,,52119.91997713632,7.9678571428571425,,,,1043.1717670286278,,,8.871767028627838,
2003-04-29,2003,4,29,2581137.201,14.05,13000.0,25.0,427.5,116.25,69.0,,,,10150.0,,46.5,41200.0,,52126.95055730209,7.949999999999999,,,,1043.9758144126356,,,8.875814412635735,
2003-04-30,2003,4,30,2502846.784,14.075,13000.0,25.357142857142858,447.6785714285714,116.22222222222223,69.57142857142857,,,,10003.57142857143,,46.10714285714286,39900.0,,52133.98113746785,7.932142857142857,,,,1044.7798617966437,,,8.879861796643633,
2003-05-01,2003,5,1,3009287.922,14.1,14000.0,25.714285714285715,467.85714285714283,116.19444444444444,70.14285714285714,,,,9857.142857142857,,45.714285714285715,38600.0,,52141.011717633606,7.914285714285714,,,,1045.5839091806515,,,8.883909180651528,
2003-05-02,2003,5,2,5773918.289,14.125,27000.0,26.07142857142857,488.0357142857143,116.16666666666667,70.71428571428571,,,,9710.714285714286,,45.32142857142857,37300.0,,52148.04229779937,7.896428571428571,,,,1046.3879565646594,,,8.887956564659426,
2003-05-03,2003,5,3,12232877.73,14.15,47000.0,26.42857142857143,508.21428571428567,116.13888888888889,71.28571428571428,,,,9564.285714285714,,44.92857142857143,36000.0,,52155.07287796513,7.878571428571428,,,,1047.1920039486672,,,8.892003948667323,
2003-05-04,2003,5,4,13835384.71,14.175,53000.0,26.785714285714285,528.3928571428571,116.11111111111111,71.85714285714286,,,,9417.857142857143,,44.535714285714285,34700.0,,52162.10345813089,7.860714285714286,,,,1047.9960513326753,,,8.89605133267522,
2003-05-05,2003,5,5,39389866.29,14.2,91000.0,27.142857142857142,548.5714285714286,116.08333333333334,72.42857142857143,,,,9271.428571428572,,44.142857142857146,33400.0,,52169.13403829665,7.8428571428571425,,,,1048.8000987166831,,,8.900098716683118,
2003-05-06,2003,5,6,85140829.0,14.225,538000.0,27.5,568.75,116.05555555555556,73.0,,,,9125.0,,43.75,32100.0,,52176.16461846242,7.825,,,,1049.604146100691,,,8.904146100691015,
2003-05-07,2003,5,7,71929321.05,14.25,476000.0,27.857142857142858,588.9285714285713,116.02777777777779,73.57142857142857,,,,8978.57142857143,,43.35714285714286,30800.0,,52183.19519862818,7.807142857142857,,,,1050.4081934846988,,,8.908193484698913,
2003-05-08,2003,5,8,46484935.38,14.275,296000.0,28.214285714285715,609.1071428571429,116.0,74.14285714285714,,,,8832.142857142857,,42.964285714285715,29500.0,,52190.22577879394,7.789285714285715,,,,1051.2122408687069,,,8.91224086870681,
2003-05-09,2003,5,9,63366306.64,14.3,251000.0,28.57142857142857,629.2857142857142,115.97222222222223,74.71428571428571,,,,8685.714285714286,,42.57142857142857,28200.0,,52197.2563589597,7.771428571428571,,,,1052.0162882527147,,,8.916288252714708,
2003-05-10,2003,5,10,128445216.2,14.325000000000001,500000.0,28.92857142857143,649.4642857142857,115.94444444444444,75.28571428571428,,,,8539.285714285714,,42.17857142857143,26900.0,,52204.286939125464,7.753571428571429,,,,1052.8203356367226,,,8.920335636722605,
2003-05-11,2003,5,11,143369327.0,14.35,739000.0,29.285714285714285,669.6428571428571,115.91666666666667,75.85714285714286,,,,8392.857142857143,,41.785714285714285,25600.0,,52211.317519291224,7.735714285714286,,,,1053.6243830207304,,,8.924383020730502,
2003-05-12,2003,5,12,136029600.4,14.375,603000.0,29.642857142857142,689.8214285714286,115.88888888888889,76.42857142857143,,,,8246.428571428572,,41.39285714285714,24300.0,,52218.34809945698,7.717857142857143,,,,1054.4284304047383,,,8.9284304047384,
2003-05-13,2003,5,13,117068639.9,14.4,423000.0,30.0,710.0,115.86111111111111,77.0,,,,8100.0,,41.0,23000.0,,,7.7,,,,,,,,
2003-05-14,2003,5,14,88688363.55,14.596551724137932,326000.0,29.655172413793103,688.6551724137931,115.83333333333334,76.44827586206897,,,,8124.137931034483,,41.37931034482759,25579.310344827587,,,7.724137931034483,,,,,,,,
2003-05-15,2003,5,15,60919731.1,14.793103448275863,241000.0,29.310344827586206,667.3103448275862,115.80555555555556,75.89655172413794,,,,8148.275862068966,,41.758620689655174,28158.620689655174,,,7.748275862068966,,,,,,,,
2003-05-16,2003,5,16,43793702.27,14.989655172413794,198000.0,28.96551724137931,645.9655172413793,115.77777777777779,75.34482758620689,,,,8172.413793103448,,42.13793103448276,30737.931034482757,,,7.772413793103448,,,,,,,,
2003-05-17,2003,5,17,31683153.32,15.186206896551724,172000.0,28.620689655172413,624.6206896551724,115.75,74.79310344827586,,,,8196.551724137931,,42.51724137931034,33317.24137931035,,,7.796551724137931,,,,,,,,
2003-05-18,2003,5,18,24600317.12,15.382758620689655,146000.0,28.275862068965516,603.2758620689656,115.72222222222223,74.24137931034483,,,,8220.689655172413,,42.89655172413793,35896.55172413793,,,7.820689655172414,,,,,,,,
2003-05-19,2003,5,19,16648946.59,15.579310344827586,120000.0,27.93103448275862,581.9310344827586,115.69444444444444,73.6896551724138,,,,8244.827586206897,,43.275862068965516,38475.862068965514,,,7.844827586206897,,,,,,,,
2003-05-20,2003,5,20,14508192.99,15.775862068965518,88000.0,27.586206896551722,560.5862068965517,115.66666666666667,73.13793103448276,,,,8268.965517241379,,43.6551724137931,41055.1724137931,,,7.86896551724138,,,,,,,,
2003-05-21,2003,5,21,12330740.76,15.972413793103449,56000.0,27.241379310344826,539.2413793103449,115.63888888888889,72.58620689655173,,,,8293.103448275862,,44.03448275862069,43634.48275862069,,,7.893103448275863,,,,,,,,
2003-05-22,2003,5,22,10104357.01,16.16896551724138,43000.0,26.89655172413793,517.8965517241379,115.61111111111111,72.03448275862068,,,,8317.241379310344,,44.41379310344828,46213.793103448275,,,7.917241379310345,,,,,,,,
2003-05-23,2003,5,23,9615041.896,16.36551724137931,40000.0,26.551724137931036,496.55172413793105,115.58333333333334,71.48275862068965,,,,8341.379310344828,,44.793103448275865,48793.10344827586,,,7.941379310344828,,,,,,,,
2003-05-24,2003,5,24,8795439.088,16.56206896551724,36000.0,26.20689655172414,475.2068965517241,115.55555555555556,70.93103448275862,,,,8365.51724137931,,45.172413793103445,51372.41379310345,,,7.9655172413793105,,,,,,,,
2003-05-25,2003,5,25,6214301.887,16.758620689655174,33000.0,25.862068965517242,453.8620689655172,115.52777777777779,70.37931034482759,,,,8389.655172413793,,45.55172413793103,53951.72413793103,,,7.989655172413793,,,,,,,,
2003-05-26,2003,5,26,5565959.368,16.955172413793104,29000.0,25.517241379310345,432.51724137931035,115.5,69.82758620689656,,,,8413.793103448275,,45.93103448275862,56531.034482758616,,,8.013793103448275,,,,,,,,
2003-05-27,2003,5,27,4819753.826,17.151724137931033,26000.0,25.17241379310345,411.17241379310343,115.47222222222223,69.27586206896552,,,,8437.931034482759,,46.310344827586206,59110.3448275862,,,8.037931034482758,,,,,,,,
2003-05-28,2003,5,28,3890055.1180000002,17.348275862068967,23000.0,24.82758620689655,389.82758620689657,115.44444444444444,68.72413793103448,,,,8462.068965517241,,46.689655172413794,61689.65517241379,,,8.062068965517241,,,,,,,,
2003-05-29,2003,5,29,3596466.0530000003,17.544827586206896,21000.0,24.482758620689655,368.48275862068965,115.41666666666667,68.17241379310344,,,,8486.206896551725,,47.06896551724138,64268.96551724138,,,8.086206896551724,,,,,,,,
2003-05-30,2003,5,30,3669863.3189999997,17.74137931034483,20000.0,24.137931034482758,347.13793103448273,115.38888888888889,67.62068965517241,,,,8510.344827586207,,47.44827586206897,66848.27586206896,,,8.110344827586207,,,,,,,,
2003-05-31,2003,5,31,4098014.04,17.93793103448276,19000.0,23.79310344827586,325.7931034482759,115.36111111111111,67.06896551724138,,,,8534.48275862069,,47.827586206896555,69427.58620689655,,,8.13448275862069,,,,,,,,
2003-06-01,2003,6,1,4293740.084,18.134482758620692,18000.0,23.448275862068964,304.44827586206895,115.33333333333334,66.51724137931035,,,,8558.620689655172,,48.206896551724135,72006.89655172414,,,8.158620689655173,,,,,,,,
2003-06-02,2003,6,2,3902287.9960000003,18.33103448275862,17000.0,23.103448275862068,283.1034482758621,115.30555555555556,65.9655172413793,,,,8582.758620689656,,48.58620689655172,74586.20689655172,,,8.182758620689656,,,,,,,,
2003-06-03,2003,6,3,3828890.73,18.52758620689655,16000.0,22.75862068965517,261.7586206896552,115.27777777777779,65.41379310344827,,,,8606.896551724138,,48.96551724137931,77165.5172413793,,,8.206896551724139,,,,,,,,
2003-06-04,2003,6,4,4354904.472,18.724137931034484,14000.0,22.413793103448278,240.41379310344826,115.25,64.86206896551724,,,,8631.034482758621,,49.3448275862069,79744.8275862069,,,8.231034482758622,,,,,,,,
2003-06-05,2003,6,5,4183644.184,18.920689655172417,12000.0,22.06896551724138,219.0689655172414,115.22222222222223,64.3103448275862,,,,8655.172413793103,,49.724137931034484,82324.13793103448,,,8.255172413793105,,,,,,,,
2003-06-06,2003,6,6,4880918.215,19.117241379310347,11000.0,21.724137931034484,197.72413793103442,115.19444444444444,63.758620689655174,,,,8679.310344827587,,50.103448275862064,84903.44827586206,,,8.279310344827586,,,,,,,,
2003-06-07,2003,6,7,4367137.35,19.313793103448276,12000.0,21.379310344827587,176.37931034482756,115.16666666666667,63.20689655172414,,,,8703.448275862069,,50.48275862068965,87482.75862068965,,,8.303448275862069,,,,,,,,
2003-06-08,2003,6,8,4538397.638,19.51034482758621,12000.0,21.03448275862069,155.0344827586207,115.13888888888889,62.6551724137931,,,,8727.586206896553,,50.86206896551724,90062.06896551723,,,8.327586206896552,,,,,,,,
2003-06-09,2003,6,9,4208109.94,19.70689655172414,13000.0,20.689655172413794,133.68965517241384,115.11111111111111,62.10344827586207,,,,8751.724137931034,,51.241379310344826,92641.37931034483,,,8.351724137931035,,,,,,,,
